Bill ID,Customer ID,Bill Date,Bill Amount,Previous Bill Amt,Payment Receivied,Bill Meter,Previous Meter,Usage,BTU Factor,Therms,Price Per Therm,Consumption Charge,Service Charge,Pass Through Charges,Taxes
11111,926,2019-12-15,325.86,297.33,2019-12-22,14180,13820,360,1.032,372,0.582,217,14.54,80.29,14.03
11112,926,2020-01-15,315.35,325.86,2020-01-28,14529,14180,349,1.032,360,0.582,210,14.07,77.7,13.58
11113,927,2019-02-15,816.91,898.6,2019-03-05,522839,521934,905,1.032,934,0.582,544,36.45,201.28,35.18
11114,927,2019-03-15,28.53,816.91,2019-03-29,522870,522839,31,1.032,32,0.582,19,1.27,7.03,1.23
11115,927,2019-04-15,100.61,28.53,2019-04-19,522981,522870,111,1.032,115,0.582,67,4.49,24.79,4.33
11116,927,2019-05-15,18.02,100.61,2019-06-02,523001,522981,20,1.032,21,0.582,12,0.8,4.44,0.78
11117,927,2019-06-15,7.51,18.02,2019-06-20,523010,523001,9,1.032,9,0.582,5,0.34,1.85,0.32
11118,927,2019-07-15,6.01,7.51,2019-08-01,523017,523010,7,1.032,7,0.582,4,0.27,1.48,0.26
11119,927,2019-08-15,10.51,6.01,2019-08-16,523029,523017,12,1.032,12,0.582,7,0.47,2.59,0.45
11120,927,2019-09-15,117.13,10.51,2019-10-01,523159,523029,130,1.032,134,0.582,78,5.23,28.86,5.04
11121,927,2019-10-15,177.2,117.13,2019-10-22,523356,523159,197,1.032,203,0.582,118,7.91,43.66,7.63
11122,927,2019-11-15,885.98,177.2,2019-12-01,524339,523356,983,1.032,1014,0.582,590,39.53,218.3,38.15
11123,927,2019-12-15,901,885.98,2019-12-16,525338,524339,999,1.032,1031,0.582,600,40.2,222,38.8
11124,927,2020-01-15,867.97,901,2020-01-28,526300,525338,962,1.032,993,0.582,578,38.73,213.86,37.38
11125,928,2019-02-15,84.09,92.5,2019-03-03,1983,1890,93,1.032,96,0.582,56,3.75,20.72,3.62
11126,928,2019-03-15,55.56,84.09,2019-03-17,2044,1983,61,1.032,63,0.582,37,2.48,13.69,2.39
11127,928,2019-04-15,12.02,55.56,2019-04-19,2058,2044,14,1.032,14,0.582,8,0.54,2.96,0.52
11128,928,2019-05-15,135.15,12.02,2019-05-20,2208,2058,150,1.032,155,0.582,90,6.03,33.3,5.82
11129,928,2019-06-15,64.57,135.15,2019-06-15,2280,2208,72,1.032,74,0.582,43,2.88,15.91,2.78
11130,928,2019-07-15,103.61,64.57,2019-07-23,2394,2280,114,1.032,118,0.582,69,4.62,25.53,4.46
11131,928,2019-08-15,124.64,103.61,2019-08-17,2533,2394,139,1.032,143,0.582,83,5.56,30.71,5.37
11132,928,2019-09-15,66.08,124.64,2019-10-01,2607,2533,74,1.032,76,0.582,44,2.95,16.28,2.85
11133,928,2019-10-15,133.65,66.08,2019-11-02,2755,2607,148,1.032,153,0.582,89,5.96,32.93,5.76
11134,928,2019-11-15,58.56,133.65,2019-11-21,2820,2755,65,1.032,67,0.582,39,2.61,14.43,2.52
11135,928,2019-12-15,183.2,58.56,2019-12-29,3023,2820,203,1.032,209,0.582,122,8.17,45.14,7.89
11136,928,2020-01-15,144.16,183.2,2020-01-26,3183,3023,160,1.032,165,0.582,96,6.43,35.52,6.21
11137,929,2019-02-15,855.95,941.54,2019-02-25,63554,62604,950,1.032,980,0.582,570,38.19,210.9,36.86
11138,929,2019-03-15,165.18,855.95,2019-03-24,63737,63554,183,1.032,189,0.582,110,7.37,40.7,7.11
11139,929,2019-04-15,45.05,165.18,2019-04-18,63787,63737,50,1.032,52,0.582,30,2.01,11.1,1.94
11140,929,2019-05-15,174.19,45.05,2019-05-23,63981,63787,194,1.032,200,0.582,116,7.77,42.92,7.5
11141,929,2019-06-15,13.51,174.19,2019-06-28,63996,63981,15,1.032,15,0.582,9,0.6,3.33,0.58
11142,929,2019-07-15,63.07,13.51,2019-07-21,64067,63996,71,1.032,73,0.582,42,2.81,15.54,2.72
11143,929,2019-08-15,27.03,63.07,2019-08-24,64097,64067,30,1.032,31,0.582,18,1.21,6.66,1.16
11144,929,2019-09-15,100.61,27.03,2019-09-16,64208,64097,111,1.032,115,0.582,67,4.49,24.79,4.33
11145,929,2019-10-15,0,100.61,2019-11-01,64208,64208,0,1.032,0,0.582,0,0,0,0
11146,929,2019-11-15,855.95,0,2019-11-21,65158,64208,950,1.032,980,0.582,570,38.19,210.9,36.86
11147,929,2019-12-15,810.9,855.95,2020-01-03,66056,65158,898,1.032,927,0.582,540,36.18,199.8,34.92
11148,929,2020-01-15,938.55,810.9,2020-01-26,67097,66056,1041,1.032,1074,0.582,625,41.88,231.25,40.42
11149,930,2019-02-15,210.23,231.25,2019-02-17,135489,135256,233,1.032,240,0.582,140,9.38,51.8,9.05
11150,930,2019-03-15,159.17,210.23,2019-03-22,135665,135489,176,1.032,182,0.582,106,7.1,39.22,6.85
11151,930,2019-04-15,160.68,159.17,2019-04-26,135842,135665,177,1.032,183,0.582,107,7.17,39.59,6.92
11152,930,2019-05-15,135.15,160.68,2019-05-20,135992,135842,150,1.032,155,0.582,90,6.03,33.3,5.82
11153,930,2019-06-15,28.53,135.15,2019-06-23,136024,135992,32,1.032,33,0.582,19,1.27,7.03,1.23
11154,930,2019-07-15,34.54,28.53,2019-07-18,136063,136024,39,1.032,40,0.582,23,1.54,8.51,1.49
11155,930,2019-08-15,174.19,34.54,2019-09-04,136256,136063,193,1.032,199,0.582,116,7.77,42.92,7.5
11156,930,2019-09-15,103.61,174.19,2019-09-23,136370,136256,114,1.032,118,0.582,69,4.62,25.53,4.46
11157,930,2019-10-15,109.62,103.61,2019-10-25,136492,136370,122,1.032,126,0.582,73,4.89,27.01,4.72
11158,930,2019-11-15,349.89,109.62,2019-12-04,136881,136492,389,1.032,401,0.582,233,15.61,86.21,15.07
11159,930,2019-12-15,280.81,349.89,2019-12-27,137193,136881,312,1.032,322,0.582,187,12.53,69.19,12.09
11160,930,2020-01-15,345.38,280.81,2020-01-28,137576,137193,383,1.032,395,0.582,230,15.41,85.1,14.87
11161,931,2019-02-15,752.34,827.57,2019-02-18,592863,592030,833,1.032,860,0.582,501,33.57,185.37,32.4
11162,931,2019-03-15,72.08,752.34,2019-03-26,592942,592863,79,1.032,82,0.582,48,3.22,17.76,3.1
11163,931,2019-04-15,27.03,72.08,2019-05-02,592972,592942,30,1.032,31,0.582,18,1.21,6.66,1.16
11164,931,2019-05-15,33.03,27.03,2019-05-19,593008,592972,36,1.032,37,0.582,22,1.47,8.14,1.42
11165,931,2019-06-15,6.01,33.03,2019-06-20,593015,593008,7,1.032,7,0.582,4,0.27,1.48,0.26
11166,931,2019-07-15,121.64,6.01,2019-07-29,593150,593015,135,1.032,139,0.582,81,5.43,29.97,5.24
11167,931,2019-08-15,45.05,121.64,2019-08-21,593200,593150,50,1.032,52,0.582,30,2.01,11.1,1.94
11168,931,2019-09-15,66.08,45.05,2019-10-01,593274,593200,74,1.032,76,0.582,44,2.95,16.28,2.85
11169,931,2019-10-15,55.56,66.08,2019-10-25,593335,593274,61,1.032,63,0.582,37,2.48,13.69,2.39
11170,931,2019-11-15,907.01,55.56,2019-11-21,594341,593335,1006,1.032,1038,0.582,604,40.47,223.48,39.06
11171,931,2019-12-15,855.95,907.01,2019-12-23,595290,594341,949,1.032,979,0.582,570,38.19,210.9,36.86
11172,931,2020-01-15,910.01,855.95,2020-01-17,596299,595290,1009,1.032,1041,0.582,606,40.6,224.22,39.19
11173,932,2019-02-15,403.94,444.33,2019-02-25,21869,21420,449,1.032,463,0.582,269,18.02,99.53,17.39
11174,932,2019-03-15,132.15,403.94,2019-03-30,22015,21869,146,1.032,151,0.582,88,5.9,32.56,5.69
11175,932,2019-04-15,87.1,132.15,2019-05-03,22111,22015,96,1.032,99,0.582,58,3.89,21.46,3.75
11176,932,2019-05-15,60.07,87.1,2019-06-04,22178,22111,67,1.032,69,0.582,40,2.68,14.8,2.59
11177,932,2019-06-15,118.63,60.07,2019-06-28,22310,22178,132,1.032,136,0.582,79,5.29,29.23,5.11
11178,932,2019-07-15,142.65,118.63,2019-07-18,22469,22310,159,1.032,164,0.582,95,6.36,35.15,6.14
11179,932,2019-08-15,100.61,142.65,2019-08-22,22580,22469,111,1.032,115,0.582,67,4.49,24.79,4.33
11180,932,2019-09-15,97.61,100.61,2019-09-30,22688,22580,108,1.032,111,0.582,65,4.36,24.05,4.2
11181,932,2019-10-15,18.02,97.61,2019-10-16,22707,22688,19,1.032,20,0.582,12,0.8,4.44,0.78
11182,932,2019-11-15,476.03,18.02,2019-11-30,23234,22707,527,1.032,544,0.582,317,21.24,117.29,20.5
11183,932,2019-12-15,432.48,476.03,2020-01-02,23714,23234,480,1.032,495,0.582,288,19.3,106.56,18.62
11184,932,2020-01-15,486.54,432.48,2020-01-29,24253,23714,539,1.032,556,0.582,324,21.71,119.88,20.95
11185,933,2019-02-15,217.75,239.52,2019-02-27,113383,113142,241,1.032,249,0.582,145,9.72,53.65,9.38
11186,933,2019-03-15,118.63,217.75,2019-03-22,113514,113383,131,1.032,135,0.582,79,5.29,29.23,5.11
11187,933,2019-04-15,72.08,118.63,2019-04-17,113593,113514,79,1.032,82,0.582,48,3.22,17.76,3.1
11188,933,2019-05-15,117.13,72.08,2019-05-25,113723,113593,130,1.032,134,0.582,78,5.23,28.86,5.04
11189,933,2019-06-15,151.67,117.13,2019-06-20,113892,113723,169,1.032,174,0.582,101,6.77,37.37,6.53
11190,933,2019-07-15,168.18,151.67,2019-07-31,114078,113892,186,1.032,192,0.582,112,7.5,41.44,7.24
11191,933,2019-08-15,60.07,168.18,2019-09-03,114145,114078,67,1.032,69,0.582,40,2.68,14.8,2.59
11192,933,2019-09-15,76.59,60.07,2019-09-29,114229,114145,84,1.032,87,0.582,51,3.42,18.87,3.3
11193,933,2019-10-15,76.59,76.59,2019-10-20,114314,114229,85,1.032,88,0.582,51,3.42,18.87,3.3
11194,933,2019-11-15,210.23,76.59,2019-12-01,114547,114314,233,1.032,240,0.582,140,9.38,51.8,9.05
11195,933,2019-12-15,300.33,210.23,2019-12-23,114880,114547,333,1.032,344,0.582,200,13.4,74,12.93
11196,933,2020-01-15,300.33,300.33,2020-01-22,115213,114880,333,1.032,344,0.582,200,13.4,74,12.93
11197,934,2019-02-15,558.62,614.48,2019-03-06,392335,391716,619,1.032,639,0.582,372,24.92,137.64,24.06
11198,934,2019-03-15,118.63,558.62,2019-03-22,392467,392335,132,1.032,136,0.582,79,5.29,29.23,5.11
11199,934,2019-04-15,118.63,118.63,2019-04-22,392599,392467,132,1.032,136,0.582,79,5.29,29.23,5.11
11200,934,2019-05-15,76.59,118.63,2019-05-16,392684,392599,85,1.032,88,0.582,51,3.42,18.87,3.3
11201,934,2019-06-15,136.65,76.59,2019-06-26,392836,392684,152,1.032,157,0.582,91,6.1,33.67,5.88
11202,934,2019-07-15,33.03,136.65,2019-08-01,392872,392836,36,1.032,37,0.582,22,1.47,8.14,1.42
11203,934,2019-08-15,67.58,33.03,2019-08-22,392947,392872,75,1.032,77,0.582,45,3.02,16.65,2.91
11204,934,2019-09-15,178.69,67.58,2019-09-18,393146,392947,199,1.032,205,0.582,119,7.97,44.03,7.69
11205,934,2019-10-15,40.55,178.69,2019-11-01,393192,393146,46,1.032,47,0.582,27,1.81,9.99,1.75
11206,934,2019-11-15,597.67,40.55,2019-11-28,393854,393192,662,1.032,683,0.582,398,26.67,147.26,25.74
11207,934,2019-12-15,563.12,597.67,2019-12-24,394479,393854,625,1.032,645,0.582,375,25.12,138.75,24.25
11208,934,2020-01-15,674.24,563.12,2020-01-18,395227,394479,748,1.032,772,0.582,449,30.08,166.13,29.03
11209,935,2019-02-15,759.84,835.82,2019-03-03,445087,444244,843,1.032,870,0.582,506,33.9,187.22,32.72
11210,935,2019-03-15,81.09,759.84,2019-03-24,445177,445087,90,1.032,93,0.582,54,3.62,19.98,3.49
11211,935,2019-04-15,84.09,81.09,2019-05-01,445270,445177,93,1.032,96,0.582,56,3.75,20.72,3.62
11212,935,2019-05-15,61.57,84.09,2019-05-21,445338,445270,68,1.032,70,0.582,41,2.75,15.17,2.65
11213,935,2019-06-15,129.14,61.57,2019-07-04,445481,445338,143,1.032,148,0.582,86,5.76,31.82,5.56
11214,935,2019-07-15,117.13,129.14,2019-07-27,445611,445481,130,1.032,134,0.582,78,5.23,28.86,5.04
11215,935,2019-08-15,153.17,117.13,2019-09-01,445782,445611,171,1.032,176,0.582,102,6.83,37.74,6.6
11216,935,2019-09-15,82.59,153.17,2019-10-04,445874,445782,92,1.032,95,0.582,55,3.68,20.35,3.56
11217,935,2019-10-15,150.17,82.59,2019-10-15,446041,445874,167,1.032,172,0.582,100,6.7,37,6.47
11218,935,2019-11-15,786.87,150.17,2019-12-03,446913,446041,872,1.032,900,0.582,524,35.11,193.88,33.88
11219,935,2019-12-15,737.32,786.87,2019-12-25,447730,446913,817,1.032,843,0.582,491,32.9,181.67,31.75
11220,935,2020-01-15,818.41,737.32,2020-01-22,448637,447730,907,1.032,936,0.582,545,36.52,201.65,35.24
11221,936,2019-02-15,513.57,564.93,2019-02-28,164622,164052,570,1.032,588,0.582,342,22.91,126.54,22.12
11222,936,2019-03-15,48.05,513.57,2019-04-01,164675,164622,53,1.032,55,0.582,32,2.14,11.84,2.07
11223,936,2019-04-15,88.6,48.05,2019-04-28,164773,164675,98,1.032,101,0.582,59,3.95,21.83,3.82
11224,936,2019-05-15,36.04,88.6,2019-05-23,164814,164773,41,1.032,42,0.582,24,1.61,8.88,1.55
11225,936,2019-06-15,126.14,36.04,2019-06-17,164954,164814,140,1.032,144,0.582,84,5.63,31.08,5.43
11226,936,2019-07-15,22.53,126.14,2019-07-24,164978,164954,24,1.032,25,0.582,15,1.01,5.55,0.97
11227,936,2019-08-15,174.19,22.53,2019-08-19,165171,164978,193,1.032,199,0.582,116,7.77,42.92,7.5
11228,936,2019-09-15,102.12,174.19,2019-09-16,165283,165171,112,1.032,116,0.582,68,4.56,25.16,4.4
11229,936,2019-10-15,49.55,102.12,2019-10-29,165338,165283,55,1.032,57,0.582,33,2.21,12.21,2.13
11230,936,2019-11-15,600.67,49.55,2019-12-04,166004,165338,666,1.032,687,0.582,400,26.8,148,25.87
11231,936,2019-12-15,668.25,600.67,2020-01-01,166744,166004,740,1.032,764,0.582,445,29.82,164.65,28.78
11232,936,2020-01-15,639.71,668.25,2020-01-18,167453,166744,709,1.032,732,0.582,426,28.54,157.62,27.55
11233,937,2019-02-15,765.85,842.44,2019-02-20,242504,241654,850,1.032,877,0.582,510,34.17,188.7,32.98
11234,937,2019-03-15,3,765.85,2019-03-25,242508,242504,4,1.032,4,0.582,2,0.13,0.74,0.13
11235,937,2019-04-15,12.02,3,2019-04-19,242521,242508,13,1.032,13,0.582,8,0.54,2.96,0.52
11236,937,2019-05-15,46.55,12.02,2019-05-18,242572,242521,51,1.032,53,0.582,31,2.08,11.47,2
11237,937,2019-06-15,52.56,46.55,2019-06-22,242630,242572,58,1.032,60,0.582,35,2.35,12.95,2.26
11238,937,2019-07-15,45.05,52.56,2019-07-28,242680,242630,50,1.032,52,0.582,30,2.01,11.1,1.94
11239,937,2019-08-15,28.53,45.05,2019-08-30,242712,242680,32,1.032,33,0.582,19,1.27,7.03,1.23
11240,937,2019-09-15,36.04,28.53,2019-09-17,242753,242712,41,1.032,42,0.582,24,1.61,8.88,1.55
11241,937,2019-10-15,105.12,36.04,2019-10-28,242870,242753,117,1.032,121,0.582,70,4.69,25.9,4.53
11242,937,2019-11-15,819.91,105.12,2019-12-04,243779,242870,909,1.032,938,0.582,546,36.58,202.02,35.31
11243,937,2019-12-15,869.46,819.91,2019-12-18,244742,243779,963,1.032,994,0.582,579,38.79,214.23,37.44
11244,937,2020-01-15,795.88,869.46,2020-01-25,245624,244742,882,1.032,910,0.582,530,35.51,196.1,34.27
11245,938,2019-02-15,439.99,483.99,2019-02-26,163728,163241,487,1.032,503,0.582,293,19.63,108.41,18.95
11246,938,2019-03-15,63.07,439.99,2019-04-01,163798,163728,70,1.032,72,0.582,42,2.81,15.54,2.72
11247,938,2019-04-15,142.65,63.07,2019-04-16,163956,163798,158,1.032,163,0.582,95,6.36,35.15,6.14
11248,938,2019-05-15,135.15,142.65,2019-05-26,164105,163956,149,1.032,154,0.582,90,6.03,33.3,5.82
11249,938,2019-06-15,147.17,135.15,2019-06-28,164269,164105,164,1.032,169,0.582,98,6.57,36.26,6.34
11250,938,2019-07-15,43.55,147.17,2019-07-18,164317,164269,48,1.032,50,0.582,29,1.94,10.73,1.88
11251,938,2019-08-15,103.61,43.55,2019-08-28,164431,164317,114,1.032,118,0.582,69,4.62,25.53,4.46
11252,938,2019-09-15,166.69,103.61,2019-10-01,164615,164431,184,1.032,190,0.582,111,7.44,41.07,7.18
11253,938,2019-10-15,180.2,166.69,2019-10-17,164815,164615,200,1.032,206,0.582,120,8.04,44.4,7.76
11254,938,2019-11-15,480.53,180.2,2019-11-23,165348,164815,533,1.032,550,0.582,320,21.44,118.4,20.69
11255,938,2019-12-15,503.05,480.53,2019-12-18,165906,165348,558,1.032,576,0.582,335,22.44,123.95,21.66
11256,938,2020-01-15,528.58,503.05,2020-01-21,166491,165906,585,1.032,604,0.582,352,23.58,130.24,22.76
11257,939,2019-02-15,786.87,865.56,2019-03-03,497792,496920,872,1.032,900,0.582,524,35.11,193.88,33.88
11258,939,2019-03-15,12.02,786.87,2019-03-29,497806,497792,14,1.032,14,0.582,8,0.54,2.96,0.52
11259,939,2019-04-15,51.06,12.02,2019-04-21,497862,497806,56,1.032,58,0.582,34,2.28,12.58,2.2
11260,939,2019-05-15,126.14,51.06,2019-05-21,498002,497862,140,1.032,144,0.582,84,5.63,31.08,5.43
11261,939,2019-06-15,4.5,126.14,2019-06-27,498008,498002,6,1.032,6,0.582,3,0.2,1.11,0.19
11262,939,2019-07-15,97.61,4.5,2019-07-19,498116,498008,108,1.032,111,0.582,65,4.36,24.05,4.2
11263,939,2019-08-15,22.53,97.61,2019-08-23,498140,498116,24,1.032,25,0.582,15,1.01,5.55,0.97
11264,939,2019-09-15,18.02,22.53,2019-09-16,498159,498140,19,1.032,20,0.582,12,0.8,4.44,0.78
11265,939,2019-10-15,39.04,18.02,2019-11-02,498203,498159,44,1.032,45,0.582,26,1.74,9.62,1.68
11266,939,2019-11-15,858.95,39.04,2019-12-05,499156,498203,953,1.032,983,0.582,572,38.32,211.64,36.99
11267,939,2019-12-15,752.34,858.95,2019-12-17,499989,499156,833,1.032,860,0.582,501,33.57,185.37,32.4
11268,939,2020-01-15,899.49,752.34,2020-01-20,500987,499989,998,1.032,1030,0.582,599,40.13,221.63,38.73
11269,940,2019-02-15,917.52,1009.27,2019-02-18,558602,557585,1017,1.032,1050,0.582,611,40.94,226.07,39.51
11270,940,2019-03-15,100.61,917.52,2019-03-26,558713,558602,111,1.032,115,0.582,67,4.49,24.79,4.33
11271,940,2019-04-15,168.18,100.61,2019-04-17,558900,558713,187,1.032,193,0.582,112,7.5,41.44,7.24
11272,940,2019-05-15,166.69,168.18,2019-05-26,559085,558900,185,1.032,191,0.582,111,7.44,41.07,7.18
11273,940,2019-06-15,100.61,166.69,2019-06-18,559196,559085,111,1.032,115,0.582,67,4.49,24.79,4.33
11274,940,2019-07-15,27.03,100.61,2019-07-27,559226,559196,30,1.032,31,0.582,18,1.21,6.66,1.16
11275,940,2019-08-15,61.57,27.03,2019-08-22,559295,559226,69,1.032,71,0.582,41,2.75,15.17,2.65
11276,940,2019-09-15,36.04,61.57,2019-10-04,559335,559295,40,1.032,41,0.582,24,1.61,8.88,1.55
11277,940,2019-10-15,33.03,36.04,2019-10-19,559371,559335,36,1.032,37,0.582,22,1.47,8.14,1.42
11278,940,2019-11-15,818.41,33.03,2019-11-30,560278,559371,907,1.032,936,0.582,545,36.52,201.65,35.24
11279,940,2019-12-15,809.39,818.41,2020-01-03,561175,560278,897,1.032,926,0.582,539,36.11,199.43,34.85
11280,940,2020-01-15,882.98,809.39,2020-02-04,562154,561175,979,1.032,1010,0.582,588,39.4,217.56,38.02
11281,941,2019-02-15,965.57,1062.13,2019-02-23,186095,185024,1071,1.032,1105,0.582,643,43.08,237.91,41.58
11282,941,2019-03-15,15.02,965.57,2019-03-22,186111,186095,16,1.032,17,0.582,10,0.67,3.7,0.65
11283,941,2019-04-15,169.69,15.02,2019-04-29,186299,186111,188,1.032,194,0.582,113,7.57,41.81,7.31
11284,941,2019-05-15,148.66,169.69,2019-05-31,186464,186299,165,1.032,170,0.582,99,6.63,36.63,6.4
11285,941,2019-06-15,157.68,148.66,2019-06-22,186638,186464,174,1.032,180,0.582,105,7.04,38.85,6.79
11286,941,2019-07-15,85.6,157.68,2019-07-15,186733,186638,95,1.032,98,0.582,57,3.82,21.09,3.69
11287,941,2019-08-15,1.5,85.6,2019-09-01,186734,186733,1,1.032,1,0.582,1,0.07,0.37,0.06
11288,941,2019-09-15,54.06,1.5,2019-09-26,186794,186734,60,1.032,62,0.582,36,2.41,13.32,2.33
11289,941,2019-10-15,162.18,54.06,2019-10-22,186973,186794,179,1.032,185,0.582,108,7.24,39.96,6.98
11290,941,2019-11-15,919.01,162.18,2019-11-17,187991,186973,1018,1.032,1051,0.582,612,41,226.44,39.57
11291,941,2019-12-15,899.49,919.01,2019-12-23,188988,187991,997,1.032,1029,0.582,599,40.13,221.63,38.73
11292,941,2020-01-15,919.01,899.49,2020-01-30,190007,188988,1019,1.032,1052,0.582,612,41,226.44,39.57
11293,942,2019-02-15,789.87,868.86,2019-03-02,350517,349641,876,1.032,904,0.582,526,35.24,194.62,34.01
11294,942,2019-03-15,43.55,789.87,2019-04-03,350565,350517,48,1.032,50,0.582,29,1.94,10.73,1.88
11295,942,2019-04-15,147.17,43.55,2019-04-21,350729,350565,164,1.032,169,0.582,98,6.57,36.26,6.34
11296,942,2019-05-15,96.11,147.17,2019-05-28,350836,350729,107,1.032,110,0.582,64,4.29,23.68,4.14
11297,942,2019-06-15,130.65,96.11,2019-06-29,350981,350836,145,1.032,150,0.582,87,5.83,32.19,5.63
11298,942,2019-07-15,153.17,130.65,2019-07-24,351151,350981,170,1.032,175,0.582,102,6.83,37.74,6.6
11299,942,2019-08-15,165.18,153.17,2019-09-03,351334,351151,183,1.032,189,0.582,110,7.37,40.7,7.11
11300,942,2019-09-15,111.13,165.18,2019-09-30,351457,351334,123,1.032,127,0.582,74,4.96,27.38,4.79
11301,942,2019-10-15,69.07,111.13,2019-11-02,351534,351457,77,1.032,79,0.582,46,3.08,17.02,2.97
11302,942,2019-11-15,825.92,69.07,2019-11-22,352450,351534,916,1.032,945,0.582,550,36.85,203.5,35.57
11303,942,2019-12-15,834.92,825.92,2019-12-30,353376,352450,926,1.032,956,0.582,556,37.25,205.72,35.95
11304,942,2020-01-15,737.32,834.92,2020-01-27,354193,353376,817,1.032,843,0.582,491,32.9,181.67,31.75
11305,943,2019-02-15,738.82,812.7,2019-02-25,644390,643570,820,1.032,846,0.582,492,32.96,182.04,31.82
11306,943,2019-03-15,141.16,738.82,2019-03-27,644546,644390,156,1.032,161,0.582,94,6.3,34.78,6.08
11307,943,2019-04-15,51.06,141.16,2019-04-22,644602,644546,56,1.032,58,0.582,34,2.28,12.58,2.2
11308,943,2019-05-15,66.08,51.06,2019-05-27,644676,644602,74,1.032,76,0.582,44,2.95,16.28,2.85
11309,943,2019-06-15,15.02,66.08,2019-06-22,644693,644676,17,1.032,18,0.582,10,0.67,3.7,0.65
11310,943,2019-07-15,34.54,15.02,2019-07-31,644731,644693,38,1.032,39,0.582,23,1.54,8.51,1.49
11311,943,2019-08-15,120.13,34.54,2019-09-02,644864,644731,133,1.032,137,0.582,80,5.36,29.6,5.17
11312,943,2019-09-15,177.2,120.13,2019-09-28,645061,644864,197,1.032,203,0.582,118,7.91,43.66,7.63
11313,943,2019-10-15,138.15,177.2,2019-10-26,645214,645061,153,1.032,158,0.582,92,6.16,34.04,5.95
11314,943,2019-11-15,725.3,138.15,2019-11-21,646018,645214,804,1.032,830,0.582,483,32.36,178.71,31.23
11315,943,2019-12-15,753.83,725.3,2019-12-30,646853,646018,835,1.032,862,0.582,502,33.63,185.74,32.46
11316,943,2020-01-15,774.86,753.83,2020-01-16,647712,646853,859,1.032,886,0.582,516,34.57,190.92,33.37
11317,944,2019-02-15,503.05,553.36,2019-02-25,26873,26316,557,1.032,575,0.582,335,22.44,123.95,21.66
11318,944,2019-03-15,114.12,503.05,2019-03-23,27000,26873,127,1.032,131,0.582,76,5.09,28.12,4.91
11319,944,2019-04-15,31.54,114.12,2019-04-25,27035,27000,35,1.032,36,0.582,21,1.41,7.77,1.36
11320,944,2019-05-15,126.14,31.54,2019-05-31,27175,27035,140,1.032,144,0.582,84,5.63,31.08,5.43
11321,944,2019-06-15,9.01,126.14,2019-06-28,27185,27175,10,1.032,10,0.582,6,0.4,2.22,0.39
11322,944,2019-07-15,66.08,9.01,2019-07-26,27259,27185,74,1.032,76,0.582,44,2.95,16.28,2.85
11323,944,2019-08-15,22.53,66.08,2019-08-31,27284,27259,25,1.032,26,0.582,15,1.01,5.55,0.97
11324,944,2019-09-15,66.08,22.53,2019-09-28,27357,27284,73,1.032,75,0.582,44,2.95,16.28,2.85
11325,944,2019-10-15,174.19,66.08,2019-10-20,27551,27357,194,1.032,200,0.582,116,7.77,42.92,7.5
11326,944,2019-11-15,635.2,174.19,2019-11-19,28255,27551,704,1.032,727,0.582,423,28.34,156.51,27.35
11327,944,2019-12-15,467.02,635.2,2019-12-23,28773,28255,518,1.032,535,0.582,311,20.84,115.07,20.11
11328,944,2020-01-15,482.04,467.02,2020-01-28,29308,28773,535,1.032,552,0.582,321,21.51,118.77,20.76
11329,945,2019-02-15,591.66,650.83,2019-02-25,242177,241521,656,1.032,677,0.582,394,26.4,145.78,25.48
11330,945,2019-03-15,168.18,591.66,2019-03-29,242364,242177,187,1.032,193,0.582,112,7.5,41.44,7.24
11331,945,2019-04-15,148.66,168.18,2019-05-03,242529,242364,165,1.032,170,0.582,99,6.63,36.63,6.4
11332,945,2019-05-15,121.64,148.66,2019-05-27,242665,242529,136,1.032,140,0.582,81,5.43,29.97,5.24
11333,945,2019-06-15,81.09,121.64,2019-06-29,242754,242665,89,1.032,92,0.582,54,3.62,19.98,3.49
11334,945,2019-07-15,48.05,81.09,2019-07-30,242807,242754,53,1.032,55,0.582,32,2.14,11.84,2.07
11335,945,2019-08-15,160.68,48.05,2019-08-31,242984,242807,177,1.032,183,0.582,107,7.17,39.59,6.92
11336,945,2019-09-15,151.67,160.68,2019-09-26,243152,242984,168,1.032,173,0.582,101,6.77,37.37,6.53
11337,945,2019-10-15,118.63,151.67,2019-10-25,243283,243152,131,1.032,135,0.582,79,5.29,29.23,5.11
11338,945,2019-11-15,612.68,118.63,2019-11-29,243962,243283,679,1.032,701,0.582,408,27.34,150.96,26.38
11339,945,2019-12-15,674.24,612.68,2019-12-24,244710,243962,748,1.032,772,0.582,449,30.08,166.13,29.03
11340,945,2020-01-15,732.82,674.24,2020-01-23,245522,244710,812,1.032,838,0.582,488,32.7,180.56,31.56
11341,946,2019-02-15,660.73,726.8,2019-02-20,141393,140660,733,1.032,756,0.582,440,29.48,162.8,28.45
11342,946,2019-03-15,43.55,660.73,2019-03-19,141441,141393,48,1.032,50,0.582,29,1.94,10.73,1.88
11343,946,2019-04-15,7.51,43.55,2019-05-01,141450,141441,9,1.032,9,0.582,5,0.34,1.85,0.32
11344,946,2019-05-15,90.1,7.51,2019-06-02,141550,141450,100,1.032,103,0.582,60,4.02,22.2,3.88
11345,946,2019-06-15,160.68,90.1,2019-06-18,141728,141550,178,1.032,184,0.582,107,7.17,39.59,6.92
